Provinsi,Kabupaten,Nama SKPD,Jenis Barang,Kode Barang,No,Tanggal Beli,Nama Barang,Satuan,Jumlah,Harga,Total Harga
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,720,329.,2017-01-03,Lidokain Jelly 2% / Xylocaine Jelly 2%,Syringe,20,40000,800000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,703,330.,2017-01-03,Lidokain Semprot 10% / Xylocaine 10% Spray,Botol,5,156200,781000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,748,331.,2017-01-03,Livron B Plex,Kapsul,470,350,164500
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,748,332.,2017-01-03,Livron B Plex,Kapsul,200,350,70000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,3880,333.,2017-01-03,Loperamid Tab 2 mg,Tablet,4962,97,481314
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,766,334.,2017-07-19,Loratadin 10 mg,Tablet,29429,134,3943486
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,766,335.,2017-10-16,Loratadin 10 mg,Tablet,20000,134,2680000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,506,336.,2017-01-03,MB Anak,Blister,12,21750,261000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,516,337.,2017-01-03,MB Dewasa,Blister,1,30595,30595
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,516,338.,2017-01-03,MB Dewasa,Blister,36,30595,1101420
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,5157,339.,2017-01-03,MDT PB DEWASA,Blister,12,9770,117240
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,5157,340.,2017-01-03,MDT PB DEWASA,Blister,6,9770,58620
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,2748,341.,2017-01-03,METRONIDAZOLE INFUS (5 mg/ml),Botol,90,53335,4800150
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,2748,342.,2017-11-28,METRONIDAZOLE INFUS (5 mg/ml),Botol,25,9680,242000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,777,343.,2017-01-03,Magnesium Sulfat 20%,Ampul,2,2078,4156
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,777,344.,2017-01-03,Magnesium Sulfat 20%,Ampul,43,2078,89354
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,777,345.,2017-01-03,Magnesium Sulfat 20%,Ampul,40,2078,83120
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,777,346.,2017-01-03,Magnesium Sulfat 20%,Ampul,13,2078,27014
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,777,347.,2017-10-25,Magnesium Sulfat 20%,Ampul,120,3200,384000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,489,348.,2017-01-03,Magnesium Sulfat 40%,Ampul,3,2629,7887
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,546,349.,2017-01-03,Mebendazol 500 mg/Vermox 500 mg,Tablet,455,7854,3573570
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,533,350.,2017-01-03,Meloxicam 15 mg,Tablet,818,803,656854
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,526,351.,2017-11-30,"Meloxicam 7,5 mg",Tablet,39371,775,30512525
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,610,352.,2017-01-03,Metformin 500 mg,Tablet,11179,108,1207332
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,610,353.,2017-01-03,Metformin 500 mg,Tablet,30000,119,3570000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,610,354.,2017-08-07,Metformin 500 mg,Tablet,60000,103,6180000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,617,355.,2017-01-03,Metformin 850 mg,Tablet,5811,205,1191255
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,617,356.,2017-08-07,Metformin 850 mg,Tablet,8000,165,1320000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,648,357.,2017-01-03,"Metilergometrin Maleat inj 0,2 mg -1 ml",Ampul,782,2750,2150500
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,648,358.,2017-08-02,"Metilergometrin Maleat inj 0,2 mg -1 ml",Ampul,300,3278,983400
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,627,359.,2017-01-03,"Metilergometrin Maleat tab salut 0,125 mg",Tablet,13382,169,2261558
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,627,360.,2017-01-03,"Metilergometrin Maleat tab salut 0,125 mg",Tablet,3500,169,591500
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,627,361.,2017-01-03,"Metilergometrin Maleat tab salut 0,125 mg",Tablet,400,169,67600
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,658,362.,2017-01-03,Metilprednisolon 16 mg,Tablet,787,875,688625
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,662,363.,2017-09-29,Metilprednisolon 4 mg,Tablet,48340,165,7976100
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,700,364.,2017-05-21,Metoklopramid 10 mg,Tablet,3812,100,381200
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,712,365.,2017-01-03,Metoklopramid 5 mg,Tablet,1436,111,159396
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,693,366.,2017-01-03,Metoklopramid Syrup 5 mg/5 ml,Botol,17,8000,136000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,683,367.,2017-01-03,Metoklopramid inj 5 mg/ml (Vertivom inj / Primperan inj ),Ampul,265,5720,1515800
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,683,368.,2017-01-03,Metoklopramid inj 5 mg/ml (Vertivom inj / Primperan inj ),Ampul,350,6864,2402400
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,718,369.,2017-01-03,Metronidazol 250 mg,Tablet,100,116,11600
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,718,370.,2017-01-03,Metronidazol 250 mg,Tablet,100,116,11600
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,718,371.,2017-01-03,Metronidazol 250 mg,Tablet,20,116,2320
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,718,372.,2017-01-03,Metronidazol 250 mg,Tablet,3500,116,406000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,718,373.,2017-01-03,Metronidazol 250 mg,Tablet,400,116,46400
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,724,374.,2017-01-03,Metronidazol 500 mg,Tablet,9967,169,1684423
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,724,375.,2017-01-03,Metronidazol 500 mg,Tablet,3500,169,591500
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,731,376.,2017-01-03,Metronidazol Ovula 500 mg,Ovula,35,4235,148225
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,741,377.,2017-01-03,Metronidazol Syrup 125 mg/5 ml,Botol,198,4350,861300
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,741,378.,2017-01-03,Metronidazol Syrup 125 mg/5 ml,Botol,350,3800,1330000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,770,379.,2017-01-03,Mikonazol Salep 2%,Tube,355,3737,1326635
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,770,380.,2017-01-03,Mikonazol Salep 2%,Tube,27,3075,83025
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,770,381.,2017-11-30,Mikonazol Salep 2%,Tube,2160,3450,7452000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,5013,382.,2017-01-03,"Multivitamin inj yang mengandung Vitamin B1 100 mg, Vitamin B6 100 mg dan Vitamin B12 5000 ug (Neurobion 5000 inj/Sohobion 5000 inj/Neutropic 5000 inj)",ampul,588,10169,5979372
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,5013,383.,2017-01-03,"Multivitamin inj yang mengandung Vitamin B1 100 mg, Vitamin B6 100 mg dan Vitamin B12 5000 ug (Neurobion 5000 inj/Sohobion 5000 inj/Neutropic 5000 inj)",ampul,400,5817,2326800
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,5013,384.,2017-10-16,"Multivitamin inj yang mengandung Vitamin B1 100 mg, Vitamin B6 100 mg dan Vitamin B12 5000 ug (Neurobion 5000 inj/Sohobion 5000 inj/Neutropic 5000 inj)",ampul,350,8800,3080000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,484,385.,2017-01-03,Multivitamin syrup untuk anak (Mulsanol/Pedilis/Caviplex/Novakid Plus/Tyalisin ),Botol,1009,5494,5543446
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,484,386.,2017-12-11,Multivitamin syrup untuk anak (Mulsanol/Pedilis/Caviplex/Novakid Plus/Tyalisin ),Botol,4000,6680,26720000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,577,387.,2017-01-03,Natrium Dikofenak 25 mg,Tablet,2692,146,393032
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,577,388.,2017-10-03,Natrium Dikofenak 25 mg,Tablet,33600,150,5040000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,577,389.,2017-11-30,Natrium Dikofenak 25 mg,Tablet,2800,150,420000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,591,390.,2017-01-03,Natrium Dikofenak 50 mg,Tablet,18774,161,3022614
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,591,391.,2017-01-03,Natrium Dikofenak 50 mg,Tablet,300,193,57900
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,609,392.,2017-01-03,"Natrium Klorida infus 0,9 %",Botol,754,6410,4833140
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,609,393.,2017-06-12,"Natrium Klorida infus 0,9 %",Botol,800,6410,5128000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,625,394.,2017-01-03,Natrium Metamizol 1 gr inj/Antrain/Norages,Ampul,571,11880,6783480
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,625,395.,2017-01-03,Natrium Metamizol 1 gr inj/Antrain/Norages,Ampul,500,11792,5896000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,625,396.,2017-01-15,Natrium Metamizol 1 gr inj/Antrain/Norages,Ampul,100,11880,1188000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,625,397.,2017-10-16,Natrium Metamizol 1 gr inj/Antrain/Norages,Ampul,350,10560,3696000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,7785,398.,2017-01-03,Needle / Jarum Suntik No. 23 (Bahan Obat-Obatan),pcs,17900,350,6265000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,7786,399.,2017-01-03,Needle / Jarum Suntik No. 25 (Bahan Obat-Obatan),pcs,11430,350,4000500
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,652,400.,2017-01-03,Nifedipin 10 mg,Tablet,897,123,110331
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,652,401.,2017-01-03,Nifedipin 10 mg,Tablet,600,110,66000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,652,402.,2017-08-29,Nifedipin 10 mg,Tablet,15000,110,1650000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,686,403.,2017-10-16,Nistatin Suspensi 100.000 UI/Kandistatin Suspensi drops/Nystin drops,Botol,126,47300,5959800
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,686,404.,2017-11-30,Nistatin Suspensi 100.000 UI/Kandistatin Suspensi drops/Nystin drops,Botol,130,27800,3614000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,696,405.,2017-01-03,Nistatin Tab salut 500.000 UI,Tablet,776,857,665032
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,696,406.,2017-06-21,Nistatin Tab salut 500.000 UI,Tablet,1000,881,881000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,715,407.,2017-01-03,Nistatin Vaginal tab 100.000 UI,Tablet,178,602,107156
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,715,408.,2017-06-21,Nistatin Vaginal tab 100.000 UI,Tablet,500,627,313500
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,735,409.,2017-01-03,Novadiar syr,Botol,448,4556,2041088
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,742,410.,2017-10-16,Noza,Tablet,9800,1430,14014000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,742,411.,2017-12-11,Noza,Tablet,10000,798,7980000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,749,412.,2017-08-02,OAT FDC Kategori 1,Paket,15,413979,6209685
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,749,413.,2017-11-25,OAT FDC Kategori 1,Paket,50,413979,20698950
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,778,414.,2017-01-03,OAT FDC Kategori 2,Paket,3,1319990,3959970
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,778,415.,2017-07-07,OAT FDC Kategori 2,Paket,2,1319990,2639980
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,778,416.,2017-11-25,OAT FDC Kategori 2,Paket,2,1379984,2759968
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,785,417.,2017-01-10,OAT FDC Kategori anak,Paket,3,247229,741687
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,785,418.,2017-02-23,OAT FDC Kategori anak,Paket,4,247229,988916
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,785,419.,2017-11-25,OAT FDC Kategori anak,Paket,2,247229,494458
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,793,420.,2017-01-03,Obat Batuk Hitam,Botol,5,8470,42350
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,793,421.,2017-12-11,Obat Batuk Hitam,Botol,1900,2720,5168000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,793,422.,2017-12-11,Obat Batuk Hitam,Botol,180,6690,1204200
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,773,423.,2017-01-03,Obat suntik KB I (3 bulanan) / Andalan / Deponeo,Vial,261,7045,1838745
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,803,424.,2017-01-03,Ofloxacin 200 mg,Tablet,150,440,66000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,812,425.,2017-01-03,Ofloxacin 400 mg,Tablet,2450,700,1715000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,812,426.,2017-01-03,Ofloxacin 400 mg,Tablet,500,700,350000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,851,427.,2017-05-21,Oksitetrasiklin salep kulit 3 %,Tube,45,1839,82755
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,862,428.,2017-01-03,Oksitetrasiklin salep mata  1 %,Tube,13,2700,35100
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,885,429.,2017-08-02,Oksitosin inj 10 UI/ml-1 ml,Ampul,1563,1900,2969700
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,890,430.,2017-01-03,Omeprazol 20mg,Kapsul,2303,164,377692
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,890,431.,2017-11-30,Omeprazol 20mg,Kapsul,21000,148,3108000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,5154,432.,2017-10-13,POLIO BIVALENT 10 DOSE,Dosis,308,19954,6145832
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,5154,433.,2017-12-08,POLIO BIVALENT 10 DOSE,Dosis,200,19954,3990800
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,925,434.,2017-01-03,Parasetamol 100 mg,Tablet,648,70,45360
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,931,435.,2017-11-30,Parasetamol 500 mg,Tablet,367806,100,36780600
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,931,436.,2017-12-11,Parasetamol 500 mg,Tablet,22000,58,1276000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,931,437.,2017-12-11,Parasetamol 500 mg,Tablet,53000,51,2703000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,922,438.,2017-11-30,Parasetamol syrup 120 mg/5 ml,Botol,842,7850,6609700
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,922,439.,2017-12-11,Parasetamol syrup 120 mg/5 ml,Botol,1000,1535,1535000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,509,440.,2017-01-03,Pehacain inj,ampul,126,3736,470736
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,521,441.,2017-01-03,Pehavral,Tablet,3,977,2931
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,654,442.,2017-07-17,Permetrin Krim 5 % Scabimite Krim 10,Tube,449,12155,5457595
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,2761,443.,2017-01-03,"Pil KB I : Ethinylestradiol 0,03 mg + Levonorgestrel 0,15 mg",Blister,475,5500,2612500
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,2854,444.,2017-01-03,Piracetam 3 gr inj,Ampul,206,27637,5693222
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,2854,445.,2017-01-03,Piracetam 3 gr inj,Ampul,1,27255,27255
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,817,446.,2017-01-03,Pirantel 125 mg,Tablet,955,318,303690
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,817,447.,2017-11-30,Pirantel 125 mg,Tablet,3000,303,909000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,796,448.,2017-01-03,Pirantel syrup 125 mg / 5 mg,Botol,457,9100,4158700
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,796,449.,2017-10-02,Pirantel syrup 125 mg / 5 mg,Botol,100,10835,1083500
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,745,450.,2017-01-03,Pirasetam 400 mg,Tablet,30,496,14880
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,762,451.,2017-01-03,Pirasetam 800 mg,Tablet,41,886,36326
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,842,452.,2017-01-03,Piridoksin Inj 100 mg / ml,Ampul,30,1100,33000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,858,453.,2017-01-03,Piridoksin Tab 10 mg / Vitamin B6,Tablet,2414,17,41038
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,858,454.,2017-01-03,Piridoksin Tab 10 mg / Vitamin B6,Tablet,15000,136,2040000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,858,455.,2017-09-12,Piridoksin Tab 10 mg / Vitamin B6,Tablet,2000,0,0
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,911,456.,2017-01-03,Piroksikam 10 mg,Tablet,748,100,74800
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,911,457.,2017-01-03,Piroksikam 10 mg,Tablet,200,130,26000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,920,458.,2017-01-03,Piroksikam 20 mg,Tablet,1472,105,154560
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,7783,459.,2017-01-03,Plester 5 yard x 2 inch (Bahan Obat-Obatan),roll,9,23000,207000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,883,460.,2017-12-11,Polikresulen / Abotyl / Aptil,Botol,280,31625,8855000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,952,461.,2017-01-03,Povidon Lodida 10 % 30 ml,Botol,167,2343,391281
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,961,462.,2017-01-03,Povidon Lodida 10 % 300 ml,Botol,62,15386,953932
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,956,463.,2017-01-03,Povidon Lodida 10 % 60 ml,Botol,158,6500,1027000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,980,464.,2017-01-03,Prednison 5 mg,Tablet,166,125,20750
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,980,465.,2017-01-03,Prednison 5 mg,Tablet,20000,116,2320000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,970,466.,2017-01-03,Primaquin 15 mg,Tablet,3518,205,721190
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,970,467.,2017-01-03,Primaquin 15 mg,Tablet,400,205,82000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,985,468.,2017-01-03,Procain Penesilin 3 juta unit inj,Vial,9,7910,71190
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,987,469.,2017-01-03,Propanolol 10 mg,Tablet,551,69,38019
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,987,470.,2017-01-03,Propanolol 10 mg,Tablet,100,80,8000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,987,471.,2017-11-30,Propanolol 10 mg,Tablet,3500,59,206500
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,988,472.,2017-01-03,Propanolol 40 mg,Tablet,100,114,11400
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,992,473.,2017-10-25,Propilitiourasi 100 mg,Tablet,128,0,0
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,992,474.,2017-11-30,Propilitiourasi 100 mg,Tablet,5000,545,2725000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,1000,475.,2017-01-03,Ranitidin 150 mg,Tablet,15661,119,1863659
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,1000,476.,2017-11-30,Ranitidin 150 mg,Tablet,175000,110,19250000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,2762,477.,2017-01-03,Ranitidin Injeksi 25 mg /ml,Ampul,772,1600,1235200
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,2762,478.,2017-01-03,Ranitidin Injeksi 25 mg /ml,Ampul,2000,1340,2680000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,2762,479.,2017-01-03,Ranitidin Injeksi 25 mg /ml,Ampul,1080,1340,1447200
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,1005,480.,2017-01-03,Retinol ( Vitimin A ) 100.000 UI,Kapsul,658,327,215166
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,1005,481.,2017-07-26,Retinol ( Vitimin A ) 100.000 UI,Kapsul,1500,286,429000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,1005,482.,2017-10-02,Retinol ( Vitimin A ) 100.000 UI,Kapsul,4000,327,1308000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,527,483.,2017-07-26,Retinol (Vitamin A) 200.000 UI,Kapsul,7616,505,3846080
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,527,484.,2017-11-13,Retinol (Vitamin A) 200.000 UI,Kapsul,10000,585,5850000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,540,485.,2017-01-03,Ringer laktat infus steril,Botol,1434,5720,8202480
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,540,486.,2017-01-03,Ringer laktat infus steril,Botol,4000,7150,28600000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,540,487.,2017-06-12,Ringer laktat infus steril,Botol,3500,7150,25025000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,547,488.,2017-01-03,Salbutamol 2 mg,Tablet,9415,68,640220
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,547,489.,2017-01-03,Salbutamol 2 mg,Tablet,500,65,32500
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,547,490.,2017-10-03,Salbutamol 2 mg,Tablet,13000,82,1066000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,566,491.,2017-01-03,Salbutamol 4 mg,Tablet,4465,84,375060
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,566,492.,2017-08-10,Salbutamol 4 mg,Tablet,20000,89,1780000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,580,493.,2017-01-03,"Salbutamol cairan ih 0,1% (Ventolin Nebules)",Vial,25,4000,100000
