SKPD,DINAS KESEHATANANY,,,,,,,,,,
Jenis Barang,"Bahan Obat-Obatan,Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai,Bahan LaboratoriumANY",,,,,,,,,,
Nama Barang,ANY,,,,,,,,,,
,,,,,,,,,,,
Provinsi,Kabupaten,Nama SKPD,Jenis Barang,Kode Barang,No,Tanggal Beli,Nama Barang,Satuan,Jumlah,Harga,Total Harga
,,,,,,,,,Total:200,,Total:3.180.000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,576,286.,2020-01-03,"Kloramfenikol Tetes Mata 0,5% / Reco Tetes Mata / decacetin",Botol,51,9075,462825
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,576,287.,2020-12-10,"Kloramfenikol Tetes Mata 0,5% / Reco Tetes Mata / decacetin",Botol,300,8500,2550000
,,,,,,,,,Total:351,,Total:3.012.825
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,564,288.,2020-01-03,Kloramfenikol Tetes Telinga 3% / Reco Tetes Telinga,Botol,808,6872,5552576
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,564,289.,2020-01-03,Kloramfenikol Tetes Telinga 3% / Reco Tetes Telinga,Botol,700,7700,5390000
,,,,,,,,,Total:1.508,,Total:10.942.576
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,589,290.,2020-01-03,Klorfeniramina maleat 4 mg,Tablet,28782,24,690768
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,589,291.,2020-01-03,Klorfeniramina maleat 4 mg,Tablet,200000,26,5200000
,,,,,,,,,Total:228.782,,Total:5.890.768
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,16069,292.,2020-10-15,Klorokuin 150 mg,Tablet,300,850,255000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,16069,293.,2020-11-04,Klorokuin 150 mg,Tablet,500,850,425000
,,,,,,,,,Total:800,,Total:680.000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,618,294.,2020-07-21,Klorpromazin 100 mg,Tablet,4239,181,767259
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,618,295.,2020-12-10,Klorpromazin 100 mg,Tablet,1,3729,3729
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,618,296.,2020-12-10,Klorpromazin 100 mg,Tablet,14999,279,4184721
,,,,,,,,,Total:19.239,,Total:4.955.709
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,612,297.,2020-01-03,Klorpromazin 25 mg,Tablet,1210,275,332750
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,612,298.,2020-09-18,Klorpromazin 25 mg,Tablet,2000,208,416000
,,,,,,,,,Total:3.210,,Total:748.750
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,598,299.,2020-09-18,Klorpromazin Inj 25 mg/ml,Ampul,54,1531,82674
,,,,,,,,,Total:54,,Total:82.674
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,604,300.,2020-09-18,Klorpromazin Inj 5 mg/ml,Ampul,60,1851,111060
,,,,,,,,,Total:60,,Total:111.060
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,624,301.,2020-01-03,Kodein 10 mg,Tablet,198,657,130086
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,624,302.,2020-01-03,Kodein 10 mg,Tablet,5000,657,3285000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,624,303.,2020-08-18,Kodein 10 mg,Tablet,5000,657,3285000
,,,,,,,,,Total:10.198,,Total:6.700.086
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,641,304.,2020-04-03,Kotrimoksazol Dewasa Tab Kombinasi,Tablet,8253,133,1097649
,,,,,,,,,Total:8.253,,Total:1.097.649
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,656,305.,2020-01-03,Kotrimoksazol Forte 960 mg,Tablet,1157,299,345943
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,656,306.,2020-06-16,Kotrimoksazol Forte 960 mg,Tablet,14600,319,4657400
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,656,307.,2020-07-16,Kotrimoksazol Forte 960 mg,Tablet,19900,319,6348100
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,656,308.,2020-08-03,Kotrimoksazol Forte 960 mg,Tablet,500,319,159500
,,,,,,,,,Total:36.157,,Total:11.510.943
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,647,309.,2020-01-03,Kotrimoksazol Suspensi Kombinasi,Botol,1882,2190,4121580
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,647,310.,2020-03-30,Kotrimoksazol Suspensi Kombinasi,Botol,10,0,0
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,647,311.,2020-06-16,Kotrimoksazol Suspensi Kombinasi,Botol,500,2190,1095000
,,,,,,,,,Total:2.392,,Total:5.216.580
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,684,312.,2020-04-03,Lidokain Inj 2%,Ampul,338,1458,492804
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,684,313.,2020-08-05,Lidokain Inj 2%,Ampul,1000,1408,1408000
,,,,,,,,,Total:1.338,,Total:1.900.804
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,733,314.,2020-01-03,Lidokain Inj 2% + Epinefrin 1 : 80.000 - 2 ml,Ampul,1081,1405,1518805
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,733,315.,2020-01-03,Lidokain Inj 2% + Epinefrin 1 : 80.000 - 2 ml,Ampul,300,2122,636600
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,733,316.,2020-07-21,Lidokain Inj 2% + Epinefrin 1 : 80.000 - 2 ml,Ampul,600,1405,843000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,733,317.,2020-08-27,Lidokain Inj 2% + Epinefrin 1 : 80.000 - 2 ml,Ampul,2100,1405,2950500
,,,,,,,,,Total:4.081,,Total:5.948.905
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,3880,318.,2020-01-03,Loperamid Tab 2 mg,Tablet,1613,238,383894
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,3880,319.,2020-01-03,Loperamid Tab 2 mg,Tablet,1,1348,1348
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,3880,320.,2020-04-03,Loperamid Tab 2 mg,Tablet,2500,214,535000
,,,,,,,,,Total:4.114,,Total:920.242
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,766,321.,2020-01-03,Loratadin 10 mg,Tablet,29598,127,3758946
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,766,322.,2020-01-03,Loratadin 10 mg,Tablet,40000,136,5440000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,766,323.,2020-01-03,Loratadin 10 mg,Tablet,50000,136,6800000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,766,324.,2020-07-02,Loratadin 10 mg,Tablet,25000,136,3400000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,766,325.,2020-07-21,Loratadin 10 mg,Tablet,25000,136,3400000
,,,,,,,,,Total:169.598,,Total:22.798.946
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,506,326.,2020-04-29,MB Anak,Blister,2,20207,40414
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,506,327.,2020-08-18,MB Anak,Blister,6,20207,121242
,,,,,,,,,Total:8,,Total:161.656
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,516,328.,2020-12-18,MB Dewasa,Blister,16,41240,659840
,,,,,,,,,Total:16,,Total:659.840
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,777,329.,2020-06-29,Magnesium Sulfat 20%,Ampul,120,3328,399360
,,,,,,,,,Total:120,,Total:399.360
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,489,330.,2020-06-29,Magnesium Sulfat 40%,Ampul,100,3796,379600
,,,,,,,,,Total:100,,Total:379.600
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,526,331.,2020-12-10,"Meloxicam 7,5 mg",Tablet,9940,691,6868540
,,,,,,,,,Total:9.940,,Total:6.868.540
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,610,332.,2020-07-02,Metformin 500 mg,Tablet,74344,109,8103496
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,610,333.,2020-07-21,Metformin 500 mg,Tablet,30000,109,3270000
,,,,,,,,,Total:104.344,,Total:11.373.496
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,617,334.,2020-07-29,Metformin 850 mg,Tablet,1500,178,267000
,,,,,,,,,Total:1.500,,Total:267.000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,648,335.,2020-11-04,"Metilergometrin Maleat inj 0,2 mg -1 ml",Ampul,158,3399,537042
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,648,336.,2020-12-08,"Metilergometrin Maleat inj 0,2 mg -1 ml",Ampul,200,3399,679800
,,,,,,,,,Total:358,,Total:1.216.842
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,627,337.,2020-01-03,"Metilergometrin Maleat tab salut 0,125 mg",Tablet,250,259,64750
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,627,338.,2020-08-05,"Metilergometrin Maleat tab salut 0,125 mg",Tablet,2000,259,518000
,,,,,,,,,Total:2.250,,Total:582.750
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,662,339.,2020-01-03,Metilprednisolon 4 mg,Tablet,24048,148,3559104
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,662,340.,2020-07-21,Metilprednisolon 4 mg,Tablet,1,1451,1451
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,662,341.,2020-07-21,Metilprednisolon 4 mg,Tablet,6199,211,1307989
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,662,342.,2020-07-21,Metilprednisolon 4 mg,Tablet,1,18759,18759
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,662,343.,2020-07-21,Metilprednisolon 4 mg,Tablet,18799,147,2763453
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,662,344.,2020-07-30,Metilprednisolon 4 mg,Tablet,70000,148,10360000
,,,,,,,,,Total:119.048,,Total:18.010.756
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,700,345.,2020-01-03,Metoklopramid 10 mg,Tablet,566,100,56600
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,700,346.,2020-01-03,Metoklopramid 10 mg,Tablet,1500,100,150000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,700,347.,2020-12-08,Metoklopramid 10 mg,Tablet,2500,89,222500
,,,,,,,,,Total:4.566,,Total:429.100
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,683,348.,2020-01-03,Metoklopramid inj 5 mg/ml (Vertivom inj / Primperan inj ),Ampul,2,6864,13728
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,683,349.,2020-01-03,Metoklopramid inj 5 mg/ml (Vertivom inj / Primperan inj ),Ampul,200,4350,870000
,,,,,,,,,Total:202,,Total:883.728
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,724,350.,2020-01-03,Metronidazol 500 mg,Tablet,7013,346,2426498
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,724,351.,2020-12-10,Metronidazol 500 mg,Tablet,1,4038,4038
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,724,352.,2020-12-10,Metronidazol 500 mg,Tablet,4999,288,1439712
,,,,,,,,,Total:12.013,,Total:3.870.248
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,741,353.,2020-07-30,Metronidazol Syrup 125 mg/5 ml,Botol,371,3950,1465450
,,,,,,,,,Total:371,,Total:1.465.450
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,770,354.,2020-01-03,Mikonazol Salep 2%,Tube,246,3926,965796
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,770,355.,2020-01-03,Mikonazol Salep 2%,Tube,1944,3926,7632144
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,770,356.,2020-01-03,Mikonazol Salep 2%,Tube,56,3926,219856
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,770,357.,2020-10-05,Mikonazol Salep 2%,Tube,1200,3926,4711200
,,,,,,,,,Total:3.446,,Total:13.528.996
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,16911,358.,2020-12-18,Multivitamin Sivit Zinc,Botol,3000,585,1755000
,,,,,,,,,Total:3.000,,Total:1.755.000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,5013,359.,2020-01-03,"Multivitamin inj yang mengandung Vitamin B1 100 mg, Vitamin B6 100 mg dan Vitamin B12 5000 ug (Neurobion 5000 inj/Sohobion 5000 inj/Neutropic 5000 inj)",ampul,200,7699,1539800
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,5013,360.,2020-01-03,"Multivitamin inj yang mengandung Vitamin B1 100 mg, Vitamin B6 100 mg dan Vitamin B12 5000 ug (Neurobion 5000 inj/Sohobion 5000 inj/Neutropic 5000 inj)",ampul,1,8149,8149
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,5013,361.,2020-01-03,"Multivitamin inj yang mengandung Vitamin B1 100 mg, Vitamin B6 100 mg dan Vitamin B12 5000 ug (Neurobion 5000 inj/Sohobion 5000 inj/Neutropic 5000 inj)",ampul,90,7000,630000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,5013,362.,2020-11-25,"Multivitamin inj yang mengandung Vitamin B1 100 mg, Vitamin B6 100 mg dan Vitamin B12 5000 ug (Neurobion 5000 inj/Sohobion 5000 inj/Neutropic 5000 inj)",ampul,449,5720,2568280
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,5013,363.,2020-11-25,"Multivitamin inj yang mengandung Vitamin B1 100 mg, Vitamin B6 100 mg dan Vitamin B12 5000 ug (Neurobion 5000 inj/Sohobion 5000 inj/Neutropic 5000 inj)",ampul,1,7340,7340
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,5013,364.,2020-12-10,"Multivitamin inj yang mengandung Vitamin B1 100 mg, Vitamin B6 100 mg dan Vitamin B12 5000 ug (Neurobion 5000 inj/Sohobion 5000 inj/Neutropic 5000 inj)",ampul,500,5280,2640000
,,,,,,,,,Total:1.241,,Total:7.393.569
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,484,365.,2020-01-03,Multivitamin syrup untuk anak (Mulsanol/Pedilis/Caviplex/Novakid Plus/Tyalisin ),Botol,277,13533,3748641
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,484,366.,2020-04-03,Multivitamin syrup untuk anak (Mulsanol/Pedilis/Caviplex/Novakid Plus/Tyalisin ),Botol,60,13533,811980
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,484,367.,2020-11-25,Multivitamin syrup untuk anak (Mulsanol/Pedilis/Caviplex/Novakid Plus/Tyalisin ),Botol,1000,8130,8130000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,484,368.,2020-12-10,Multivitamin syrup untuk anak (Mulsanol/Pedilis/Caviplex/Novakid Plus/Tyalisin ),Botol,500,26229,13114500
,,,,,,,,,Total:1.837,,Total:25.805.121
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,577,369.,2020-01-03,Natrium Dikofenak 25 mg,Tablet,12234,152,1859568
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,577,370.,2020-07-21,Natrium Dikofenak 25 mg,Tablet,1,10098,10098
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,577,371.,2020-07-21,Natrium Dikofenak 25 mg,Tablet,12449,138,1717962
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,577,372.,2020-07-21,Natrium Dikofenak 25 mg,Tablet,2550,152,387600
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,577,373.,2020-08-27,Natrium Dikofenak 25 mg,Tablet,25000,152,3800000
,,,,,,,,,Total:52.234,,Total:7.775.228
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,591,374.,2020-07-28,Natrium Dikofenak 50 mg,Tablet,66072,145,9580440
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,591,375.,2020-10-15,Natrium Dikofenak 50 mg,Tablet,28000,145,4060000
,,,,,,,,,Total:94.072,,Total:13.640.440
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,609,376.,2020-01-03,"Natrium Klorida infus 0,9 %",Botol,257,6840,1757880
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,609,377.,2020-06-16,"Natrium Klorida infus 0,9 %",Botol,1000,6840,6840000
,,,,,,,,,Total:1.257,,Total:8.597.880
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,625,378.,2020-01-03,Natrium Metamizol 1 gr inj/Antrain/Norages,Ampul,661,10890,7198290
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,625,379.,2020-11-25,Natrium Metamizol 1 gr inj/Antrain/Norages,Ampul,200,3828,765600
,,,,,,,,,Total:861,,Total:7.963.890
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,7785,380.,2020-01-03,Needle / Jarum Suntik No. 23 (Bahan Obat-Obatan),pcs,50,350,17500
,,,,,,,,,Total:50,,Total:17.500
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,652,381.,2020-01-03,Nifedipin 10 mg,Tablet,19306,163,3146878
,,,,,,,,,Total:19.306,,Total:3.146.878
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,686,382.,2020-01-03,Nistatin Suspensi 100.000 UI/Kandistatin Suspensi drops/Nystin drops,Botol,185,38029,7035365
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,686,383.,2020-11-25,Nistatin Suspensi 100.000 UI/Kandistatin Suspensi drops/Nystin drops,Botol,98,45738,4482324
,,,,,,,,,Total:283,,Total:11.517.689
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,696,384.,2020-01-03,Nistatin Tab salut 500.000 UI,Tablet,3933,971,3818943
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,696,385.,2020-09-18,Nistatin Tab salut 500.000 UI,Tablet,5000,971,4855000
,,,,,,,,,Total:8.933,,Total:8.673.943
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,715,386.,2020-01-03,Nistatin Vaginal tab 100.000 UI,Tablet,1665,645,1073925
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,715,387.,2020-01-03,Nistatin Vaginal tab 100.000 UI,Tablet,1500,688,1032000
,,,,,,,,,Total:3.165,,Total:2.105.925
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,735,388.,2020-01-03,Novadiar syr,Botol,233,5500,1281500
,,,,,,,,,Total:233,,Total:1.281.500
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,742,389.,2020-11-04,Noza,Tablet,1464,865,1266360
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,742,390.,2020-11-04,Noza,Tablet,1,1915,1915
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,742,391.,2020-12-10,Noza,Tablet,1,5797,5797
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,742,392.,2020-12-10,Noza,Tablet,9999,797,7969203
,,,,,,,,,Total:11.465,,Total:9.243.275
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,749,393.,2020-08-18,OAT FDC Kategori 1,Paket,27,477791,12900357
,,,,,,,,,Total:27,,Total:12.900.357
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,778,394.,2020-01-31,OAT FDC Kategori 2,Paket,1,1592726,1592726
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,778,395.,2020-04-29,OAT FDC Kategori 2,Paket,2,1592726,3185452
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,778,396.,2020-08-18,OAT FDC Kategori 2,Paket,5,1592726,7963630
,,,,,,,,,Total:8,,Total:12.741.808
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,785,397.,2020-01-31,OAT FDC Kategori anak,Paket,2,285343,570686
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,785,398.,2020-04-29,OAT FDC Kategori anak,Paket,5,285343,1426715
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,785,399.,2020-08-18,OAT FDC Kategori anak,Paket,10,285343,2853430
,,,,,,,,,Total:17,,Total:4.850.831
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,763,400.,2020-01-03,OAT Kombipak Kategori 1,Paket,3,317018,951054
,,,,,,,,,Total:3,,Total:951.054
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,793,401.,2020-01-03,Obat Batuk Hitam,Botol,78,11652,908856
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,793,402.,2020-12-10,Obat Batuk Hitam,Botol,500,3300,1650000
,,,,,,,,,Total:578,,Total:2.558.856
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,851,403.,2020-04-03,Oksitetrasiklin salep kulit 3 %,Tube,435,4659,2026665
,,,,,,,,,Total:435,,Total:2.026.665
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,862,404.,2020-01-03,Oksitetrasiklin salep mata  1 %,Tube,142,2600,369200
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,862,405.,2020-01-03,Oksitetrasiklin salep mata  1 %,Tube,1500,2774,4161000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,862,406.,2020-01-03,Oksitetrasiklin salep mata  1 %,Tube,380,3328,1264640
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,862,407.,2020-10-05,Oksitetrasiklin salep mata  1 %,Tube,500,2774,1387000
,,,,,,,,,Total:2.522,,Total:7.181.840
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,885,408.,2020-11-04,Oksitosin inj 10 UI/ml-1 ml,Ampul,200,1232,246400
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,885,409.,2020-12-08,Oksitosin inj 10 UI/ml-1 ml,Ampul,1000,1232,1232000
,,,,,,,,,Total:1.200,,Total:1.478.400
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,890,410.,2020-12-10,Omeprazol 20mg,Kapsul,29815,665,19826975
,,,,,,,,,Total:29.815,,Total:19.826.975
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,2811,411.,2020-01-03,Omeprazole inj 40mg,Ampul,1897,11868,22513596
,,,,,,,,,Total:1.897,,Total:22.513.596
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,16068,412.,2020-10-15,Oseltamivir 75 mg,Kapsul,460,9500,4370000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,16068,413.,2020-11-04,Oseltamivir 75 mg,Kapsul,2000,9500,19000000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,16068,414.,2020-11-26,Oseltamivir 75 mg,Kapsul,100,0,0
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,16068,415.,2020-12-08,Oseltamivir 75 mg,Kapsul,1000,9500,9500000
,,,,,,,,,Total:3.560,,Total:32.870.000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,5157,416.,2020-01-03,PB kusta dewasa,Blister,2,17092,34184
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,5157,417.,2020-04-29,PB kusta dewasa,Blister,9,15014,135126
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,5157,418.,2020-08-18,PB kusta dewasa,Blister,2,15014,30028
,,,,,,,,,Total:13,,Total:199.338
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,5154,419.,2020-11-16,POLIO BIVALENT 10 DOSE,Dosis,210,21285,4469850
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,5154,420.,2020-12-23,POLIO BIVALENT 10 DOSE,Dosis,300,21285,6385500
,,,,,,,,,Total:510,,Total:10.855.350
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,931,421.,2020-01-03,Parasetamol 500 mg,Tablet,89323,225,20097675
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,931,422.,2020-04-03,Parasetamol 500 mg,Tablet,8800,165,1452000
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,931,423.,2020-07-21,Parasetamol 500 mg,Tablet,1,13645,13645
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,931,424.,2020-07-21,Parasetamol 500 mg,Tablet,29999,145,4349855
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,931,425.,2020-12-10,Parasetamol 500 mg,Tablet,1,24274,24274
Kalimantan Selatan,Balangan,DINAS KESEHATAN,Bahan Obat-Obatan,931,426.,2020-12-10,Parasetamol 500 mg,Tablet,49999,274,13699726
,,,,,,,,,Total:178.123,,Total:39.637.175
