"SKPD","BLUD RUMAH SAKIT UMUM DAERAHANY"
"SUB SKPD","RSUD Apotek InapANY"
"Jenis Barang","Bahan Obat-Obatan,Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis PakaiANY"

"Provinsi","Kabupaten","SKPD","Nama Sub Skpd","Jenis Barang","No","Kode Barang","Nama Barang","Satuan","Total Saldo Barang","Total Harga",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","279.","2321","ETT with cuff no. 7","pcs","21","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","280.","12946","Elastomull Haft 10 cm x 4 m","box","5","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","281.","13114","Elastomull Haft 8 cm x 4 m","box","5","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","282.","11601","Electrode","pcs","100","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","283.","12924","Endotracheal Clear Tube No 4","pcs","5","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","284.","2357","Feeding Tube FR. 3,5 (Terumo)","pcs","26","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","285.","2358","Feeding Tube FR. 5, 40 cm (Terumo)","pcs","33","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","286.","2359","Feeding Tube Fr. 8,100 cm (Terumo)","pcs","45","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","287.","2360","Feeding Tube Fr. 8,40 cm (Terumo)","pcs","46","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","288.","2362","Flash IV Catheter No.26 (Remedi)","pcs","100","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","289.","2366","Folley Catheter 2 way Fr. 8 (Remedi)","pcs","19","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","290.","2324","Guedel  airway ukuran 4","pcs","19","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","291.","2373","Guedel Airway No.1 Bicakcilar","pcs","5","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","292.","13221","Guedel No 2","pcs","2","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","293.","13218","Guedel No 3","pcs","31","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","294.","2374","Gypsona 3'' (3,5 m x 7,5 cm)","roll","8","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","295.","2375","Gypsona 4"" (3,5m x 10cm)","roll","14","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","296.","932","IV Catheter No. 18 G","pcs","100","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","297.","934","IV Catheter No. 20 G","pcs","215","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","298.","936","IV Catheter No. 22 G","pcs","235","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","299.","939","IV Catheter No. 24 G","pcs","240","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","300.","915","Infuset Anak","pcs","33","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","301.","12683","Infussion Set Semillas Type Y","pcs","100","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","302.","4452","Kassa 4 x 10 (Bunda Husada)","pcs","136","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","303.","12950","Kassa Lipat 16 x 16","kotak","480","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","304.","4233","Leukomed T Plus 10 x 25 cm","pcs","64","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","305.","12660","Leukomed-IV Film","box","100","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","306.","13222","Male Cath Medium Romsons","pcs","24","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","307.","12616","Masker Nabulizer Set Anak Besmed","pcs","46","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","308.","12953","Masker Nabulizer Set Dewasa Besmed","pcs","9","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","309.","2398","Masker Non Rebreather Adult (Remedi)","pcs","17","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","310.","2399","Masker Non Rebreather Child (Remedi)","pcs","18","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","311.","8067","Masker oksigen dewasa","pcs","16","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","312.","2331","Masker oksigen untuk anak","pcs","13","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","313.","13244","Mocus Extractor (25 ML)","pcs","12","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","314.","12945","NGT JMS No 10","pcs","35","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","315.","2404","Nassal Oxygen Canula Adult White (Remedi)","pcs","159","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","316.","2405","Nassal Oxygen Canula Pediatric White (Remedi)","pcs","24","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","317.","13265","Norta 2 Way CH. 10","pcs","9","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","318.","12587","Norta 2 Way CH. 14","pcs","4","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","319.","12937","Norta 2 Way CH. 16","pcs","36","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","320.","12586","Norta 2 Way CH. 18","pcs","60","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","321.","12588","Norta 2 Way PED. CH6","pcs","6","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","322.","12941","Nova T 380","box","2","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","323.","6044","Novo Twist 32G TIPx5mm","box","900","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","324.","12655","OTO Underpad 60 x 90 cm","Pak","50","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","325.","2408","Oto Adult Diapers L8","pcs","64","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","326.","12606","Oxyflow Bayi Besmed","pcs","25","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","327.","4258","Perfusor Tubing White 150 cm","pcs","25","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","328.","4463","Policrepe 10cm x 4,55 m","pcs","13","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","329.","4464","Policrepe 15cm x 4,55 m","pcs","5","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","330.","6280","Policrepe 7,5 cm x 4,55 M","roll","14","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","331.","6281","Polifix 10cm x 5m","roll","2","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","332.","12605","Pot Urine NS Kuning 60 ML One Med","pcs","18","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","333.","2822","Sarung Tangan Non Steril M","Buah","93","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","334.","4268","Sarung Tangan Non Sterile uk. S","pcs","61","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","335.","863","Sarung tangan No. 6,5","Pasang","300","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","336.","875","Sarung tangan No. 7,5","Pasang","100","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","337.","11666","Sarung tangan steril no 6","pcs","150","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","338.","11537","Sarung tangan steril ukuran 7","Pasang","200","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","339.","12597","Simplex Standard 12'S","Pak","99","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","340.","2435","Sofban 4'' (10cm x 2,7m)","roll","6","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","341.","4475","Soffban 6"" (15cm x 2.7m)","pcs","14","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","342.","4554","Spalk 5 x 20","pcs","15","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","343.","11587","Spalk 7x50","pcs","9","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","344.","12546","Spalk S","Pasang","53","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","345.","12619","Spuit 10 cc ""TP""","box","300","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","346.","4494","Stomach Tube Fr. 16","pcs","26","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","347.","4469","Stomach Tube fr 18","pcs","32","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","348.","11577","Stomach tube fr 12","pcs","20","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","349.","2442","Suction Catheter No 10 (Remedi)","pcs","5","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","350.","2443","Suction Catheter No. 12 (Remedi)","pcs","26","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","351.","2444","Suction Catheter No. 14 (Remedi)","pcs","22","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","352.","3122","Surgical mask earloop","pcs","69","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","353.","13247","T-Silk Sutera 3-0, 76 cm","pcs","29","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","354.","12701","TUBERCULIN 1 CC","pcs","51","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","355.","2451","Three Way Stopcock With Tube (JMS)","pcs","41","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","356.","12666","UMBILICAL CORD KLEM","box","50","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","357.","7996","arm sling L","pcs","2","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","358.","8011","chromic 3/0","pcs","34","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","359.","8021","ett no 5 Rush (king)","pcs","5","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","360.","8032","ett no 7,5 rush (king)","pcs","2","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","361.","8033","ett no 8 remedi","pcs","2","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","362.","8151","folley cateter 12","pcs","10","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","363.","8179","silk black","Buah","37","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","364.","11679","spalk 7x100","pcs","8","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","365.","8097","spuit 10 cc terumo","pcs","52","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","366.","8098","spuit 20 cc terumo","buku","105","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","367.","8107","suction chateter no 8","pcs","50","0",
"Kalimantan Selatan","Balangan","BLUD RUMAH SAKIT UMUM DAERAH","RSUD Apotek Inap","Bahan Habis Pakai Alat Medik / Bahan dan Alat Kesehatan Habis Pakai","368.","11585","three way with extension","pcs","20","0",
,,,,,,,,,,"Total Jenis Barang:0",
,,,,,,,,,,"Total Skpd:0",
